Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;80 - 84;31;35;66;46,97;53,03
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;85 - 89;17;22;39;43,59;56,41
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;90 - 94;8;23;31;25,81;74,19
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;95 - 99;3;9;12;25;75
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;100 - 104;0;1;1;0;100
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;105 - 109;0;1;1;0;100
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;120;0;0;0;0;0
Totals;;;;;;940;904;1844;50,98;49,02
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;0 - 4;81;73;154;52,6;47,4
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;5 - 9;87;82;169;51,48;48,52
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;10 - 14;79;89;168;47,02;52,98
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;15 - 19;88;77;165;53,33;46,67
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;20 - 24;108;98;206;52,43;47,57
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;25 - 29;143;150;293;48,81;51,19
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;30 - 34;158;136;294;53,74;46,26
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;35 - 39;188;137;325;57,85;42,15
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;40 - 44;208;165;373;55,76;44,24
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;45 - 49;189;152;341;55,43;44,57
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;50 - 54;152;148;300;50,67;49,33
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;55 - 59;134;141;275;48,73;51,27
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;60 - 64;102;127;229;44,54;55,46
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;65 - 69;84;107;191;43,98;56,02
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;70 - 74;71;63;134;52,99;47,01
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;75 - 79;34;49;83;40,96;59,04
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;80 - 84;28;55;83;33,73;66,27
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;85 - 89;24;42;66;36,36;63,64
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;90 - 94;3;21;24;12,5;87,5
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;95 - 99;1;8;9;11,11;88,89
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;100 - 104;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;120;0;0;0;0;0
Totals;;;;;;1962;1920;3882;50,54;49,46
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;20 LLIVIA;0 - 4;45;33;78;57,69;42,31
25;LLEIDA;120;LLEIDA;20 LLIVIA;5 - 9;45;32;77;58,44;41,56
25;LLEIDA;120;LLEIDA;20 LLIVIA;10 - 14;32;47;79;40,51;59,49
25;LLEIDA;120;LLEIDA;20 LLIVIA;15 - 19;42;19;61;68,85;31,15
25;LLEIDA;120;LLEIDA;20 LLIVIA;20 - 24;35;29;64;54,69;45,31
25;LLEIDA;120;LLEIDA;20 LLIVIA;25 - 29;43;46;89;48,31;51,69
25;LLEIDA;120;LLEIDA;20 LLIVIA;30 - 34;51;64;115;44,35;55,65
25;LLEIDA;120;LLEIDA;20 LLIVIA;35 - 39;75;57;132;56,82;43,18
25;LLEIDA;120;LLEIDA;20 LLIVIA;40 - 44;63;61;124;50,81;49,19
25;LLEIDA;120;LLEIDA;20 LLIVIA;45 - 49;57;49;106;53,77;46,23
25;LLEIDA;120;LLEIDA;20 LLIVIA;50 - 54;65;55;120;54,17;45,83
25;LLEIDA;120;LLEIDA;20 LLIVIA;55 - 59;47;41;88;53,41;46,59
25;LLEIDA;120;LLEIDA;20 LLIVIA;60 - 64;49;44;93;52,69;47,31
25;LLEIDA;120;LLEIDA;20 LLIVIA;65 - 69;32;40;72;44,44;55,56
25;LLEIDA;120;LLEIDA;20 LLIVIA;70 - 74;35;36;71;49,3;50,7
25;LLEIDA;120;LLEIDA;20 LLIVIA;75 - 79;24;26;50;48;52
25;LLEIDA;120;LLEIDA;20 LLIVIA;80 - 84;19;27;46;41,3;58,7
25;LLEIDA;120;LLEIDA;20 LLIVIA;85 - 89;16;21;37;43,24;56,76
25;LLEIDA;120;LLEIDA;20 LLIVIA;90 - 94;8;9;17;47,06;52,94
25;LLEIDA;120;LLEIDA;20 LLIVIA;95 - 99;0;4;4;0;100
25;LLEIDA;120;LLEIDA;20 LLIVIA;100 - 104;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;120;0;0;0;0;0
Totals;;;;;;783;740;1523;51,41;48,59
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;0 - 4;22;20;42;52,38;47,62
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;5 - 9;32;29;61;52,46;47,54
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;10 - 14;34;36;70;48,57;51,43
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;15 - 19;36;41;77;46,75;53,25
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;20 - 24;20;24;44;45,45;54,55
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;25 - 29;21;14;35;60;40
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;30 - 34;31;29;60;51,67;48,33
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;35 - 39;31;27;58;53,45;46,55
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;40 - 44;45;38;83;54,22;45,78
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;45 - 49;31;45;76;40,79;59,21
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;50 - 54;42;34;76;55,26;44,74
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;55 - 59;35;36;71;49,3;50,7
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;60 - 64;24;30;54;44,44;55,56
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;65 - 69;35;37;72;48,61;51,39
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;70 - 74;35;20;55;63,64;36,36
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;75 - 79;23;36;59;38,98;61,02
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;80 - 84;15;25;40;37,5;62,5
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;85 - 89;16;16;32;50;50
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;90 - 94;5;4;9;55,56;44,44
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;95 - 99;0;1;1;0;100
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;100 - 104;1;0;1;100;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;120;0;0;0;0;0
Totals;;;;;;534;542;1076;49,63;50,37
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;0 - 4;211;212;423;49,88;50,12
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;5 - 9;234;202;436;53,67;46,33
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;10 - 14;210;221;431;48,72;51,28
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;15 - 19;255;246;501;50,9;49,1
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;20 - 24;314;317;631;49,76;50,24
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;25 - 29;307;367;674;45,55;54,45
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;30 - 34;333;355;688;48,4;51,6
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;35 - 39;377;368;745;50,6;49,4
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;40 - 44;434;368;802;54,11;45,89
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;45 - 49;392;372;764;51,31;48,69
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;50 - 54;383;418;801;47,82;52,18
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;55 - 59;376;444;820;45,85;54,15
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;60 - 64;369;420;789;46,77;53,23
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;65 - 69;275;375;650;42,31;57,69
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;70 - 74;279;365;644;43,32;56,68
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;75 - 79;186;260;446;41,7;58,3
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;80 - 84;133;245;378;35,19;64,81
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;85 - 89;116;238;354;32,77;67,23
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;90 - 94;46;155;201;22,89;77,11
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;95 - 99;7;39;46;15,22;84,78
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;100 - 104;1;3;4;25;75
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;120;0;0;0;0;0
Totals;;;;;;5238;5990;11228;46,65;53,35
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;0 - 4;257;232;489;52,56;47,44
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;5 - 9;244;239;483;50,52;49,48
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;10 - 14;264;232;496;53,23;46,77
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;15 - 19;297;267;564;52,66;47,34
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;20 - 24;353;313;666;53;47
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;25 - 29;396;359;755;52,45;47,55
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;30 - 34;356;313;669;53,21;46,79
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;35 - 39;413;370;783;52,75;47,25
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;40 - 44;477;390;867;55,02;44,98
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;45 - 49;468;427;895;52,29;47,71
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;50 - 54;470;420;890;52,81;47,19
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;55 - 59;392;432;824;47,57;52,43
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;60 - 64;317;322;639;49,61;50,39
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;65 - 69;233;337;570;40,88;59,12
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;70 - 74;239;334;573;41,71;58,29
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;75 - 79;164;229;393;41,73;58,27
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;80 - 84;124;211;335;37,01;62,99
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;85 - 89;102;167;269;37,92;62,08
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;90 - 94;45;74;119;37,82;62,18
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;95 - 99;5;26;31;16,13;83,87
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;100 - 104;0;4;4;0;100
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;105 - 109;0;1;1;0;100
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;120;0;0;0;0;0
Totals;;;;;;5616;5699;11315;49,63;50,37
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;0 - 4;99;111;210;47,14;52,86
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;5 - 9;150;131;281;53,38;46,62
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;10 - 14;183;169;352;51,99;48,01
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;15 - 19;160;168;328;48,78;51,22
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;20 - 24;182;202;384;47,4;52,6
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;25 - 29;228;200;428;53,27;46,73
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;30 - 34;169;192;361;46,81;53,19
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;35 - 39;225;215;440;51,14;48,86
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;40 - 44;262;251;513;51,07;48,93
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;45 - 49;279;238;517;53,97;46,03
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;50 - 54;239;311;550;43,45;56,55
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;55 - 59;251;285;536;46,83;53,17
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;60 - 64;212;240;452;46,9;53,1
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;65 - 69;157;213;370;42,43;57,57
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;70 - 74;137;210;347;39,48;60,52
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;75 - 79;117;148;265;44,15;55,85
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;80 - 84;85;147;232;36,64;63,36
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;85 - 89;68;103;171;39,77;60,23
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;90 - 94;24;62;86;27,91;72,09
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;95 - 99;4;13;17;23,53;76,47
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;100 - 104;2;4;6;33,33;66,67
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;110 - 114;0;1;1;0;100
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;120;0;0;0;0;0
Totals;;;;;;3233;3614;6847;47,22;52,78
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;0 - 4;57;64;121;47,11;52,89
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;5 - 9;81;72;153;52,94;47,06
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;10 - 14;72;88;160;45;55
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;15 - 19;94;68;162;58,02;41,98
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;20 - 24;135;96;231;58,44;41,56
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;25 - 29;128;98;226;56,64;43,36
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;30 - 34;114;113;227;50,22;49,78
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;35 - 39;151;124;275;54,91;45,09
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;40 - 44;155;122;277;55,96;44,04
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;45 - 49;144;123;267;53,93;46,07
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;50 - 54;135;137;272;49,63;50,37
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;55 - 59;120;145;265;45,28;54,72
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;60 - 64;119;150;269;44,24;55,76
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;65 - 69;136;155;291;46,74;53,26
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;70 - 74;114;150;264;43,18;56,82
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;75 - 79;90;120;210;42,86;57,14
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;80 - 84;56;92;148;37,84;62,16
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;85 - 89;49;92;141;34,75;65,25
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;90 - 94;24;35;59;40,68;59,32
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;95 - 99;4;12;16;25;75
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;100 - 104;1;1;2;50;50
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;120;0;0;0;0;0
Totals;;;;;;1979;2057;4036;49,03;50,97
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;0 - 4;75;74;149;50,34;49,66
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;5 - 9;84;80;164;51,22;48,78
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;10 - 14;91;76;167;54,49;45,51
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;15 - 19;111;98;209;53,11;46,89
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;20 - 24;107;141;248;43,15;56,85
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;25 - 29;138;125;263;52,47;47,53
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;30 - 34;113;115;228;49,56;50,44
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;35 - 39;122;136;258;47,29;52,71
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;40 - 44;153;128;281;54,45;45,55
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;45 - 49;141;151;292;48,29;51,71
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;50 - 54;148;156;304;48,68;51,32
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;55 - 59;149;179;328;45,43;54,57
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;60 - 64;151;172;323;46,75;53,25
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;65 - 69;138;173;311;44,37;55,63
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;70 - 74;125;162;287;43,55;56,45
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;75 - 79;82;126;208;39,42;60,58
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;80 - 84;69;98;167;41,32;58,68
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;85 - 89;54;101;155;34,84;65,16
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;90 - 94;15;46;61;24,59;75,41
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;95 - 99;4;18;22;18,18;81,82
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;100 - 104;0;1;1;0;100
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;120;0;0;0;0;0
Totals;;;;;;2070;2356;4426;46,77;53,23
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;0 - 4;50;37;87;57,47;42,53
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;5 - 9;56;59;115;48,7;51,3
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;10 - 14;84;71;155;54,19;45,81
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;15 - 19;96;102;198;48,48;51,52
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;20 - 24;109;130;239;45,61;54,39
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;25 - 29;105;107;212;49,53;50,47
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;30 - 34;84;67;151;55,63;44,37
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;35 - 39;64;73;137;46,72;53,28
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;40 - 44;76;84;160;47,5;52,5
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;45 - 49;92;105;197;46,7;53,3
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;50 - 54;108;169;277;38,99;61,01
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;55 - 59;175;209;384;45,57;54,43
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;60 - 64;131;140;271;48,34;51,66
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;65 - 69;101;130;231;43,72;56,28
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;70 - 74;83;95;178;46,63;53,37
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;75 - 79;54;58;112;48,21;51,79
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;80 - 84;31;41;72;43,06;56,94
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;85 - 89;14;26;40;35;65
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;90 - 94;9;15;24;37,5;62,5
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;95 - 99;1;3;4;25;75
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;100 - 104;1;2;3;33,33;66,67
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;120;0;0;0;0;0
Totals;;;;;;1524;1723;3247;46,94;53,06
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;9 MARIOLA;0 - 4;336;305;641;52,42;47,58
25;LLEIDA;120;LLEIDA;9 MARIOLA;5 - 9;322;333;655;49,16;50,84
25;LLEIDA;120;LLEIDA;9 MARIOLA;10 - 14;303;330;633;47,87;52,13
25;LLEIDA;120;LLEIDA;9 MARIOLA;15 - 19;281;268;549;51,18;48,82
25;LLEIDA;120;LLEIDA;9 MARIOLA;20 - 24;282;299;581;48,54;51,46
25;LLEIDA;120;LLEIDA;9 MARIOLA;25 - 29;350;312;662;52,87;47,13
25;LLEIDA;120;LLEIDA;9 MARIOLA;30 - 34;393;355;748;52,54;47,46
25;LLEIDA;120;LLEIDA;9 MARIOLA;35 - 39;466;417;883;52,77;47,23
25;LLEIDA;120;LLEIDA;9 MARIOLA;40 - 44;520;403;923;56,34;43,66
25;LLEIDA;120;LLEIDA;9 MARIOLA;45 - 49;453;359;812;55,79;44,21
25;LLEIDA;120;LLEIDA;9 MARIOLA;50 - 54;379;360;739;51,29;48,71
25;LLEIDA;120;LLEIDA;9 MARIOLA;55 - 59;361;368;729;49,52;50,48
25;LLEIDA;120;LLEIDA;9 MARIOLA;60 - 64;300;347;647;46,37;53,63
25;LLEIDA;120;LLEIDA;9 MARIOLA;65 - 69;278;313;591;47,04;52,96
25;LLEIDA;120;LLEIDA;9 MARIOLA;70 - 74;240;275;515;46,6;53,4
25;LLEIDA;120;LLEIDA;9 MARIOLA;75 - 79;176;260;436;40,37;59,63
25;LLEIDA;120;LLEIDA;9 MARIOLA;80 - 84;138;219;357;38,66;61,34
