Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;75 - 79;28;39;67;41,79;58,21
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;80 - 84;25;36;61;40,98;59,02
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;85 - 89;23;18;41;56,1;43,9
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;90 - 94;6;24;30;20;80
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;95 - 99;4;6;10;40;60
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;100 - 104;0;3;3;0;100
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;110 - 114;0;1;1;0;100
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;19 BASSES D,ALPICAT;120;0;0;0;0;0
Totals;;;;;;975;910;1885;51,72;48,28
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;0 - 4;85;78;163;52,15;47,85
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;5 - 9;77;94;171;45,03;54,97
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;10 - 14;86;69;155;55,48;44,52
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;15 - 19;85;94;179;47,49;52,51
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;20 - 24;100;112;212;47,17;52,83
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;25 - 29;159;159;318;50;50
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;30 - 34;169;143;312;54,17;45,83
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;35 - 39;177;123;300;59;41
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;40 - 44;193;166;359;53,76;46,24
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;45 - 49;189;159;348;54,31;45,69
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;50 - 54;160;134;294;54,42;45,58
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;55 - 59;141;147;288;48,96;51,04
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;60 - 64;113;129;242;46,69;53,31
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;65 - 69;86;113;199;43,22;56,78
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;70 - 74;66;69;135;48,89;51,11
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;75 - 79;37;61;98;37,76;62,24
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;80 - 84;33;38;71;46,48;53,52
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;85 - 89;19;50;69;27,54;72,46
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;90 - 94;6;22;28;21,43;78,57
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;95 - 99;0;8;8;0;100
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;100 - 104;0;1;1;0;100
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;2 RAMBLA FERRAN - ESTACIO;120;0;0;0;0;0
Totals;;;;;;1981;1969;3950;50,15;49,85
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;20 LLIVIA;0 - 4;40;38;78;51,28;48,72
25;LLEIDA;120;LLEIDA;20 LLIVIA;5 - 9;51;35;86;59,3;40,7
25;LLEIDA;120;LLEIDA;20 LLIVIA;10 - 14;30;46;76;39,47;60,53
25;LLEIDA;120;LLEIDA;20 LLIVIA;15 - 19;41;21;62;66,13;33,87
25;LLEIDA;120;LLEIDA;20 LLIVIA;20 - 24;45;36;81;55,56;44,44
25;LLEIDA;120;LLEIDA;20 LLIVIA;25 - 29;37;42;79;46,84;53,16
25;LLEIDA;120;LLEIDA;20 LLIVIA;30 - 34;49;69;118;41,53;58,47
25;LLEIDA;120;LLEIDA;20 LLIVIA;35 - 39;73;59;132;55,3;44,7
25;LLEIDA;120;LLEIDA;20 LLIVIA;40 - 44;74;64;138;53,62;46,38
25;LLEIDA;120;LLEIDA;20 LLIVIA;45 - 49;50;48;98;51,02;48,98
25;LLEIDA;120;LLEIDA;20 LLIVIA;50 - 54;59;48;107;55,14;44,86
25;LLEIDA;120;LLEIDA;20 LLIVIA;55 - 59;61;51;112;54,46;45,54
25;LLEIDA;120;LLEIDA;20 LLIVIA;60 - 64;41;44;85;48,24;51,76
25;LLEIDA;120;LLEIDA;20 LLIVIA;65 - 69;35;41;76;46,05;53,95
25;LLEIDA;120;LLEIDA;20 LLIVIA;70 - 74;34;37;71;47,89;52,11
25;LLEIDA;120;LLEIDA;20 LLIVIA;75 - 79;28;31;59;47,46;52,54
25;LLEIDA;120;LLEIDA;20 LLIVIA;80 - 84;14;18;32;43,75;56,25
25;LLEIDA;120;LLEIDA;20 LLIVIA;85 - 89;17;25;42;40,48;59,52
25;LLEIDA;120;LLEIDA;20 LLIVIA;90 - 94;9;12;21;42,86;57,14
25;LLEIDA;120;LLEIDA;20 LLIVIA;95 - 99;0;4;4;0;100
25;LLEIDA;120;LLEIDA;20 LLIVIA;100 - 104;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;20 LLIVIA;120;0;0;0;0;0
Totals;;;;;;788;769;1557;50,61;49,39
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;0 - 4;17;19;36;47,22;52,78
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;5 - 9;30;26;56;53,57;46,43
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;10 - 14;29;34;63;46,03;53,97
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;15 - 19;35;45;80;43,75;56,25
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;20 - 24;20;27;47;42,55;57,45
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;25 - 29;24;12;36;66,67;33,33
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;30 - 34;26;24;50;52;48
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;35 - 39;26;33;59;44,07;55,93
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;40 - 44;44;37;81;54,32;45,68
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;45 - 49;34;40;74;45,95;54,05
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;50 - 54;38;37;75;50,67;49,33
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;55 - 59;35;29;64;54,69;45,31
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;60 - 64;29;33;62;46,77;53,23
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;65 - 69;31;36;67;46,27;53,73
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;70 - 74;33;26;59;55,93;44,07
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;75 - 79;27;31;58;46,55;53,45
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;80 - 84;13;28;41;31,71;68,29
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;85 - 89;17;17;34;50;50
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;90 - 94;6;2;8;75;25
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;95 - 99;0;2;2;0;100
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;100 - 104;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;21 RAIMAT - SUCHS;120;0;0;0;0;0
Totals;;;;;;514;538;1052;48,86;51,14
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;0 - 4;200;214;414;48,31;51,69
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;5 - 9;236;207;443;53,27;46,73
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;10 - 14;221;203;424;52,12;47,88
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;15 - 19;274;248;522;52,49;47,51
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;20 - 24;318;319;637;49,92;50,08
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;25 - 29;346;360;706;49,01;50,99
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;30 - 34;361;377;738;48,92;51,08
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;35 - 39;364;344;708;51,41;48,59
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;40 - 44;416;360;776;53,61;46,39
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;45 - 49;403;379;782;51,53;48,47
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;50 - 54;371;408;779;47,63;52,37
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;55 - 59;378;448;826;45,76;54,24
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;60 - 64;369;423;792;46,59;53,41
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;65 - 69;291;374;665;43,76;56,24
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;70 - 74;282;361;643;43,86;56,14
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;75 - 79;215;308;523;41,11;58,89
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;80 - 84;114;208;322;35,4;64,6
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;85 - 89;121;241;362;33,43;66,57
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;90 - 94;54;148;202;26,73;73,27
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;95 - 99;6;47;53;11,32;88,68
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;100 - 104;0;4;4;0;100
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;3 UNIVERSITAT;120;0;0;0;0;0
Totals;;;;;;5340;5981;11321;47,17;52,83
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;0 - 4;244;235;479;50,94;49,06
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;5 - 9;293;229;522;56,13;43,87
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;10 - 14;271;254;525;51,62;48,38
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;15 - 19;297;267;564;52,66;47,34
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;20 - 24;356;315;671;53,06;46,94
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;25 - 29;409;338;747;54,75;45,25
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;30 - 34;381;346;727;52,41;47,59
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;35 - 39;425;384;809;52,53;47,47
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;40 - 44;462;392;854;54,1;45,9
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;45 - 49;462;412;874;52,86;47,14
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;50 - 54;479;440;919;52,12;47,88
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;55 - 59;397;433;830;47,83;52,17
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;60 - 64;321;352;673;47,7;52,3
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;65 - 69;251;334;585;42,91;57,09
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;70 - 74;237;344;581;40,79;59,21
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;75 - 79;182;258;440;41,36;58,64
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;80 - 84;115;192;307;37,46;62,54
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;85 - 89;103;176;279;36,92;63,08
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;90 - 94;39;88;127;30,71;69,29
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;95 - 99;8;25;33;24,24;75,76
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;100 - 104;0;6;6;0;100
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;4 PRINCEP DE VIANA - CLOT;120;0;0;0;0;0
Totals;;;;;;5732;5820;11552;49,62;50,38
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;0 - 4;101;110;211;47,87;52,13
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;5 - 9;140;145;285;49,12;50,88
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;10 - 14;183;160;343;53,35;46,65
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;15 - 19;179;178;357;50,14;49,86
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;20 - 24;196;204;400;49;51
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;25 - 29;215;199;414;51,93;48,07
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;30 - 34;195;209;404;48,27;51,73
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;35 - 39;229;206;435;52,64;47,36
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;40 - 44;241;277;518;46,53;53,47
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;45 - 49;296;237;533;55,53;44,47
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;50 - 54;255;289;544;46,88;53,13
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;55 - 59;244;294;538;45,35;54,65
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;60 - 64;207;241;448;46,21;53,79
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;65 - 69;166;215;381;43,57;56,43
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;70 - 74;128;201;329;38,91;61,09
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;75 - 79;124;184;308;40,26;59,74
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;80 - 84;81;126;207;39,13;60,87
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;85 - 89;62;108;170;36,47;63,53
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;90 - 94;21;56;77;27,27;72,73
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;95 - 99;6;18;24;25;75
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;100 - 104;2;5;7;28,57;71,43
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;110 - 114;0;1;1;0;100
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;5 INSTITUTS - TEMPLERS;120;0;0;0;0;0
Totals;;;;;;3271;3663;6934;47,17;52,83
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;0 - 4;65;74;139;46,76;53,24
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;5 - 9;94;62;156;60,26;39,74
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;10 - 14;62;94;156;39,74;60,26
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;15 - 19;111;76;187;59,36;40,64
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;20 - 24;127;99;226;56,19;43,81
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;25 - 29;137;102;239;57,32;42,68
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;30 - 34;115;117;232;49,57;50,43
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;35 - 39;131;124;255;51,37;48,63
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;40 - 44;171;124;295;57,97;42,03
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;45 - 49;144;134;278;51,8;48,2
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;50 - 54;120;130;250;48;52
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;55 - 59;141;140;281;50,18;49,82
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;60 - 64;97;155;252;38,49;61,51
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;65 - 69;145;156;301;48,17;51,83
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;70 - 74;113;160;273;41,39;58,61
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;75 - 79;99;119;218;45,41;54,59
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;80 - 84;56;90;146;38,36;61,64
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;85 - 89;48;78;126;38,1;61,9
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;90 - 94;22;40;62;35,48;64,52
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;95 - 99;3;12;15;20;80
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;100 - 104;1;2;3;33,33;66,67
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;6 XALETS - HUMBERT TORRES;120;0;0;0;0;0
Totals;;;;;;2002;2088;4090;48,95;51,05
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;0 - 4;67;83;150;44,67;55,33
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;5 - 9;88;69;157;56,05;43,95
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;10 - 14;87;83;170;51,18;48,82
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;15 - 19;110;95;205;53,66;46,34
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;20 - 24;120;130;250;48;52
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;25 - 29;119;114;233;51,07;48,93
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;30 - 34;125;131;256;48,83;51,17
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;35 - 39;110;134;244;45,08;54,92
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;40 - 44;159;136;295;53,9;46,1
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;45 - 49;132;136;268;49,25;50,75
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;50 - 54;165;164;329;50,15;49,85
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;55 - 59;147;168;315;46,67;53,33
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;60 - 64;152;179;331;45,92;54,08
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;65 - 69;144;179;323;44,58;55,42
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;70 - 74;107;168;275;38,91;61,09
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;75 - 79;108;142;250;43,2;56,8
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;80 - 84;64;92;156;41,03;58,97
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;85 - 89;59;100;159;37,11;62,89
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;90 - 94;17;45;62;27,42;72,58
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;95 - 99;5;19;24;20,83;79,17
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;100 - 104;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;105 - 109;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;7 CAMP D,ESPORTS;120;0;0;0;0;0
Totals;;;;;;2085;2367;4452;46,83;53,17
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;0 - 4;42;37;79;53,16;46,84
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;5 - 9;54;52;106;50,94;49,06
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;10 - 14;81;78;159;50,94;49,06
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;15 - 19;83;96;179;46,37;53,63
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;20 - 24;116;117;233;49,79;50,21
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;25 - 29;113;112;225;50,22;49,78
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;30 - 34;86;76;162;53,09;46,91
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;35 - 39;58;66;124;46,77;53,23
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;40 - 44;65;76;141;46,1;53,9
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;45 - 49;91;95;186;48,92;51,08
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;50 - 54;105;147;252;41,67;58,33
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;55 - 59;154;214;368;41,85;58,15
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;60 - 64;145;156;301;48,17;51,83
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;65 - 69;107;133;240;44,58;55,42
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;70 - 74;86;105;191;45,03;54,97
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;75 - 79;61;65;126;48,41;51,59
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;80 - 84;28;36;64;43,75;56,25
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;85 - 89;18;29;47;38,3;61,7
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;90 - 94;6;17;23;26,09;73,91
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;95 - 99;1;4;5;20;80
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;100 - 104;1;2;3;33,33;66,67
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;105 - 109;0;1;1;0;100
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;110 - 114;0;0;0;0;0
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;115 - 119;0;0;0;0;0
25;LLEIDA;120;LLEIDA;8 JOC DE LA BOLA;120;0;0;0;0;0
Totals;;;;;;1501;1714;3215;46,69;53,31
Codi Província;Província;Codi Municipi;Municipi;Sector Urbà;Edats;Homes;Dones;Total;% Homes;% Dones
25;LLEIDA;120;LLEIDA;9 MARIOLA;0 - 4;328;287;615;53,33;46,67
25;LLEIDA;120;LLEIDA;9 MARIOLA;5 - 9;345;338;683;50,51;49,49
25;LLEIDA;120;LLEIDA;9 MARIOLA;10 - 14;337;345;682;49,41;50,59
25;LLEIDA;120;LLEIDA;9 MARIOLA;15 - 19;301;283;584;51,54;48,46
25;LLEIDA;120;LLEIDA;9 MARIOLA;20 - 24;313;310;623;50,24;49,76
25;LLEIDA;120;LLEIDA;9 MARIOLA;25 - 29;351;328;679;51,69;48,31
25;LLEIDA;120;LLEIDA;9 MARIOLA;30 - 34;399;364;763;52,29;47,71
25;LLEIDA;120;LLEIDA;9 MARIOLA;35 - 39;482;410;892;54,04;45,96
25;LLEIDA;120;LLEIDA;9 MARIOLA;40 - 44;513;424;937;54,75;45,25
25;LLEIDA;120;LLEIDA;9 MARIOLA;45 - 49;490;351;841;58,26;41,74
25;LLEIDA;120;LLEIDA;9 MARIOLA;50 - 54;416;352;768;54,17;45,83
25;LLEIDA;120;LLEIDA;9 MARIOLA;55 - 59;369;365;734;50,27;49,73
25;LLEIDA;120;LLEIDA;9 MARIOLA;60 - 64;298;370;668;44,61;55,39
25;LLEIDA;120;LLEIDA;9 MARIOLA;65 - 69;297;330;627;47,37;52,63
25;LLEIDA;120;LLEIDA;9 MARIOLA;70 - 74;221;270;491;45,01;54,99
25;LLEIDA;120;LLEIDA;9 MARIOLA;75 - 79;196;261;457;42,89;57,11
25;LLEIDA;120;LLEIDA;9 MARIOLA;80 - 84;113;197;310;36,45;63,55
